# ---------------------------------- WARNING ----------------------------------------,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,
# have not received Director's approval and as such are provisional and subject to,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2016-10-24 15:14:59 EDT       (vaww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 50065500 RIO MAMEYES NR SABANA, PR",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 50065500,,,,
#            TS   parameter     statistic     Description,,,,
"#        123613       00060     00003     Discharge, cubic feet per second (Mean)",,,,
"#        123614       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)",,,,
"#        123615       80155     00003     Suspended sediment discharge, short tons per day (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:#     A  Approved for publication -- Processing and review completed.  ,,,,
#     e  Value has been estimated.  ,,,,
# ,,,,
agency_cd,site_no,datetime,CFS,CFS_code
USGS,50065500,10/4/2010,24,A:e
USGS,50065500,10/5/2010,22,A:e
USGS,50065500,10/6/2010,22,A:e
USGS,50065500,10/7/2010,37,A:e
USGS,50065500,10/8/2010,48,A:e
USGS,50065500,10/9/2010,20,A:e
USGS,50065500,10/10/2010,18,A:e
USGS,50065500,10/11/2010,18,A:e
USGS,50065500,10/12/2010,31,A:e
USGS,50065500,10/13/2010,22,A:e
USGS,50065500,10/14/2010,20,A:e
USGS,50065500,10/15/2010,19,A:e
USGS,50065500,10/16/2010,19,A:e
USGS,50065500,10/17/2010,18,A:e
USGS,50065500,10/18/2010,18,A:e
USGS,50065500,10/19/2010,18,A:e
USGS,50065500,10/20/2010,18,A:e
USGS,50065500,10/21/2010,18,A:e
USGS,50065500,10/22/2010,17,A:e
USGS,50065500,10/23/2010,18,A:e
USGS,50065500,10/24/2010,18,A:e
USGS,50065500,10/25/2010,17,A:e
USGS,50065500,10/26/2010,19,A:e
USGS,50065500,10/27/2010,19,A:e
USGS,50065500,10/28/2010,50,A:e
USGS,50065500,10/29/2010,26,A:e
USGS,50065500,10/30/2010,27,A:e
USGS,50065500,10/31/2010,24,A:e
USGS,50065500,11/1/2010,21,A:e
USGS,50065500,11/2/2010,21,A:e
USGS,50065500,11/3/2010,22,A:e
USGS,50065500,11/4/2010,22,A:e
USGS,50065500,11/5/2010,51,A:e
USGS,50065500,11/6/2010,64,A:e
USGS,50065500,11/7/2010,36,A:e
USGS,50065500,11/8/2010,48,A:e
USGS,50065500,11/9/2010,37,A:e
USGS,50065500,11/10/2010,34,A:e
USGS,50065500,11/11/2010,44,A:e
USGS,50065500,11/12/2010,51,A:e
USGS,50065500,11/13/2010,32,A:e
USGS,50065500,11/14/2010,26,A:e
USGS,50065500,11/15/2010,23,A:e
USGS,50065500,11/16/2010,22,A:e
USGS,50065500,11/17/2010,21,A:e
USGS,50065500,11/18/2010,21,A:e
USGS,50065500,11/19/2010,21,A:e
USGS,50065500,11/20/2010,20,A:e
USGS,50065500,11/21/2010,20,A:e
USGS,50065500,11/22/2010,51,A:e
USGS,50065500,11/23/2010,85,A:e
USGS,50065500,11/24/2010,27,A:e
USGS,50065500,11/25/2010,23,A:e
USGS,50065500,11/26/2010,23,A:e
USGS,50065500,11/27/2010,22,A:e
USGS,50065500,11/28/2010,21,A:e
USGS,50065500,11/29/2010,20,A:e
USGS,50065500,11/30/2010,20,A:e
USGS,50065500,12/1/2010,21,A:e
USGS,50065500,12/2/2010,20,A:e
USGS,50065500,12/3/2010,19,A:e
USGS,50065500,12/4/2010,19,A:e
USGS,50065500,12/5/2010,19,A:e
USGS,50065500,12/6/2010,19,A:e
USGS,50065500,12/7/2010,36,A:e
USGS,50065500,12/8/2010,40,A:e
USGS,50065500,12/9/2010,25,A:e
USGS,50065500,12/10/2010,22,A:e
USGS,50065500,12/11/2010,20,A:e
USGS,50065500,12/12/2010,19,A:e
USGS,50065500,12/13/2010,22,A:e
USGS,50065500,12/14/2010,20,A:e
USGS,50065500,12/15/2010,268,A:e
USGS,50065500,12/16/2010,169,A:e
USGS,50065500,12/17/2010,54,A:e
USGS,50065500,12/18/2010,41,A:e
USGS,50065500,12/19/2010,39,A:e
USGS,50065500,12/20/2010,41,A:e
USGS,50065500,12/21/2010,43,A:e
USGS,50065500,12/22/2010,130,A
USGS,50065500,12/23/2010,46,A
USGS,50065500,12/24/2010,38,A
USGS,50065500,12/25/2010,52,A
USGS,50065500,12/26/2010,56,A
USGS,50065500,12/27/2010,49,A
USGS,50065500,12/28/2010,129,A
USGS,50065500,12/29/2010,180,A
USGS,50065500,12/30/2010,76,A
USGS,50065500,12/31/2010,48,A
USGS,50065500,1/1/2011,41,A
USGS,50065500,1/2/2011,81,A
USGS,50065500,1/3/2011,86,A
USGS,50065500,1/4/2011,56,A
USGS,50065500,1/5/2011,78,A
USGS,50065500,1/6/2011,48,A
USGS,50065500,1/7/2011,39,A
USGS,50065500,1/8/2011,38,A
USGS,50065500,1/9/2011,33,A
USGS,50065500,1/10/2011,31,A
USGS,50065500,1/11/2011,30,A
USGS,50065500,1/12/2011,30,A
USGS,50065500,1/13/2011,55,A
USGS,50065500,1/14/2011,36,A
USGS,50065500,1/15/2011,28,A
USGS,50065500,1/16/2011,26,A
USGS,50065500,1/17/2011,27,A
USGS,50065500,1/18/2011,26,A
USGS,50065500,1/19/2011,24,A
USGS,50065500,1/20/2011,24,A
USGS,50065500,1/21/2011,25,A
USGS,50065500,1/22/2011,24,A
USGS,50065500,1/23/2011,54,A
USGS,50065500,1/24/2011,29,A
USGS,50065500,1/25/2011,23,A
USGS,50065500,1/26/2011,22,A
USGS,50065500,1/27/2011,23,A
USGS,50065500,1/28/2011,21,A
USGS,50065500,1/29/2011,21,A
USGS,50065500,1/30/2011,26,A
USGS,50065500,1/31/2011,26,A
USGS,50065500,2/1/2011,21,A
USGS,50065500,2/2/2011,20,A
USGS,50065500,2/3/2011,24,A
USGS,50065500,2/4/2011,22,A
USGS,50065500,2/5/2011,35,A
USGS,50065500,2/6/2011,43,A
USGS,50065500,2/7/2011,70,A
USGS,50065500,2/8/2011,52,A
USGS,50065500,2/9/2011,28,A
USGS,50065500,2/10/2011,25,A
USGS,50065500,2/11/2011,40,A
USGS,50065500,2/12/2011,24,A
USGS,50065500,2/13/2011,53,A
USGS,50065500,2/14/2011,89,A
USGS,50065500,2/15/2011,39,A
USGS,50065500,2/16/2011,26,A:e
USGS,50065500,2/17/2011,28,A:e
USGS,50065500,2/18/2011,27,A:e
USGS,50065500,2/19/2011,61,A:e
USGS,50065500,2/20/2011,40,A:e
USGS,50065500,2/21/2011,94,A:e
USGS,50065500,2/22/2011,32,A:e
USGS,50065500,2/23/2011,27,A:e
USGS,50065500,2/24/2011,25,A
USGS,50065500,2/25/2011,24,A
USGS,50065500,2/26/2011,23,A
USGS,50065500,2/27/2011,22,A:e
USGS,50065500,2/28/2011,22,A:e
USGS,50065500,3/1/2011,22,A:e
USGS,50065500,3/2/2011,22,A:e
USGS,50065500,3/3/2011,21,A:e
USGS,50065500,3/4/2011,21,A:e
USGS,50065500,3/5/2011,22,A:e
USGS,50065500,3/6/2011,20,A:e
USGS,50065500,3/7/2011,32,A:e
USGS,50065500,3/8/2011,23,A:e
USGS,50065500,3/9/2011,20,A
USGS,50065500,3/10/2011,19,A
USGS,50065500,3/11/2011,23,A
USGS,50065500,3/12/2011,19,A
USGS,50065500,3/13/2011,19,A
USGS,50065500,3/14/2011,19,A
USGS,50065500,3/15/2011,20,A
USGS,50065500,3/16/2011,19,A
USGS,50065500,3/17/2011,18,A
USGS,50065500,3/18/2011,18,A
USGS,50065500,3/19/2011,23,A
USGS,50065500,3/20/2011,44,A
USGS,50065500,3/21/2011,26,A
USGS,50065500,3/22/2011,50,A
USGS,50065500,3/23/2011,42,A
USGS,50065500,3/24/2011,24,A
USGS,50065500,3/25/2011,21,A
USGS,50065500,3/26/2011,19,A
USGS,50065500,3/27/2011,19,A
USGS,50065500,3/28/2011,18,A
USGS,50065500,3/29/2011,18,A
USGS,50065500,3/30/2011,23,A
USGS,50065500,3/31/2011,20,A
USGS,50065500,4/1/2011,18,A
USGS,50065500,4/2/2011,30,A
USGS,50065500,4/3/2011,27,A
USGS,50065500,4/4/2011,34,A
USGS,50065500,4/5/2011,26,A
USGS,50065500,4/6/2011,32,A
USGS,50065500,4/7/2011,22,A
USGS,50065500,4/8/2011,52,A
USGS,50065500,4/9/2011,24,A
USGS,50065500,4/10/2011,19,A
USGS,50065500,4/11/2011,19,A
USGS,50065500,4/12/2011,52,A
USGS,50065500,4/13/2011,57,A
USGS,50065500,4/14/2011,128,A
USGS,50065500,4/15/2011,61,A
USGS,50065500,4/16/2011,36,A
USGS,50065500,4/17/2011,20,A:e
USGS,50065500,4/18/2011,19,A:e
USGS,50065500,4/19/2011,18,A:e
USGS,50065500,4/20/2011,18,A:e
USGS,50065500,4/21/2011,18,A:e
USGS,50065500,4/22/2011,18,A:e
USGS,50065500,4/23/2011,18,A:e
USGS,50065500,4/24/2011,17,A:e
USGS,50065500,4/25/2011,16,A:e
USGS,50065500,4/26/2011,53,A
USGS,50065500,4/27/2011,213,A
USGS,50065500,4/28/2011,44,A
USGS,50065500,4/29/2011,31,A
USGS,50065500,4/30/2011,48,A
USGS,50065500,5/1/2011,228,A
USGS,50065500,5/2/2011,173,A
USGS,50065500,5/3/2011,60,A
USGS,50065500,5/4/2011,42,A
USGS,50065500,5/5/2011,43,A
USGS,50065500,5/6/2011,30,A
USGS,50065500,5/7/2011,27,A
USGS,50065500,5/8/2011,25,A
USGS,50065500,5/9/2011,25,A
USGS,50065500,5/10/2011,36,A
USGS,50065500,5/11/2011,28,A
USGS,50065500,5/12/2011,24,A
USGS,50065500,5/13/2011,28,A
USGS,50065500,5/14/2011,29,A
USGS,50065500,5/15/2011,39,A
USGS,50065500,5/16/2011,75,A
USGS,50065500,5/17/2011,194,A
USGS,50065500,5/18/2011,48,A
USGS,50065500,5/19/2011,157,A
USGS,50065500,5/20/2011,356,A
USGS,50065500,5/21/2011,106,A
USGS,50065500,5/22/2011,55,A
USGS,50065500,5/23/2011,65,A
USGS,50065500,5/24/2011,49,A
USGS,50065500,5/25/2011,39,A
USGS,50065500,5/26/2011,37,A
USGS,50065500,5/27/2011,33,A
USGS,50065500,5/28/2011,42,A
USGS,50065500,5/29/2011,38,A
USGS,50065500,5/30/2011,29,A
USGS,50065500,5/31/2011,39,A
USGS,50065500,6/1/2011,122,A
USGS,50065500,6/2/2011,104,A
USGS,50065500,6/3/2011,51,A
USGS,50065500,6/4/2011,125,A
USGS,50065500,6/5/2011,77,A
USGS,50065500,6/6/2011,58,A
USGS,50065500,6/7/2011,201,A
USGS,50065500,6/8/2011,64,A
USGS,50065500,6/9/2011,49,A
USGS,50065500,6/10/2011,40,A
USGS,50065500,6/11/2011,35,A
USGS,50065500,6/12/2011,32,A
USGS,50065500,6/13/2011,45,A
USGS,50065500,6/14/2011,26,A
USGS,50065500,6/15/2011,24,A
USGS,50065500,6/16/2011,112,A
USGS,50065500,6/17/2011,43,A
USGS,50065500,6/18/2011,36,A
USGS,50065500,6/19/2011,75,A
USGS,50065500,6/20/2011,65,A
USGS,50065500,6/21/2011,73,A
USGS,50065500,6/22/2011,32,A
USGS,50065500,6/23/2011,27,A
USGS,50065500,6/24/2011,25,A
USGS,50065500,6/25/2011,26,A
USGS,50065500,6/26/2011,27,A
USGS,50065500,6/27/2011,53,A
USGS,50065500,6/28/2011,33,A
USGS,50065500,6/29/2011,29,A
USGS,50065500,6/30/2011,45,A
USGS,50065500,7/1/2011,44,A
USGS,50065500,7/2/2011,56,A
USGS,50065500,7/3/2011,63,A
USGS,50065500,7/4/2011,42,A
USGS,50065500,7/5/2011,31,A
USGS,50065500,7/6/2011,31,A
USGS,50065500,7/7/2011,150,A
USGS,50065500,7/8/2011,129,A:e
USGS,50065500,7/9/2011,44,A:e
USGS,50065500,7/10/2011,38,A:e
USGS,50065500,7/11/2011,60,A:e
USGS,50065500,7/12/2011,255,A
USGS,50065500,7/13/2011,72,A
USGS,50065500,7/14/2011,173,A
USGS,50065500,7/15/2011,65,A
USGS,50065500,7/16/2011,50,A
USGS,50065500,7/17/2011,100,A
USGS,50065500,7/18/2011,45,A
USGS,50065500,7/19/2011,72,A
USGS,50065500,7/20/2011,53,A
USGS,50065500,7/21/2011,50,A
USGS,50065500,7/22/2011,79,A
USGS,50065500,7/23/2011,97,A
USGS,50065500,7/24/2011,69,A
USGS,50065500,7/25/2011,47,A
USGS,50065500,7/26/2011,48,A
USGS,50065500,7/27/2011,124,A
USGS,50065500,7/28/2011,74,A
USGS,50065500,7/29/2011,77,A
USGS,50065500,7/30/2011,127,A
USGS,50065500,7/31/2011,64,A
USGS,50065500,8/1/2011,42,A
USGS,50065500,8/2/2011,163,A
USGS,50065500,8/3/2011,399,A
USGS,50065500,8/4/2011,56,A
USGS,50065500,8/5/2011,42,A
USGS,50065500,8/6/2011,34,A
USGS,50065500,8/7/2011,43,A
USGS,50065500,8/8/2011,37,A
USGS,50065500,8/9/2011,29,A
USGS,50065500,8/10/2011,66,A
USGS,50065500,8/11/2011,47,A
USGS,50065500,8/12/2011,42,A
USGS,50065500,8/13/2011,39,A
USGS,50065500,8/14/2011,36,A
USGS,50065500,8/15/2011,29,A
USGS,50065500,8/16/2011,52,A
USGS,50065500,8/17/2011,64,A
USGS,50065500,8/18/2011,38,A
USGS,50065500,8/19/2011,74,A
USGS,50065500,8/20/2011,48,A
USGS,50065500,8/21/2011,153,A
USGS,50065500,8/22/2011,1380,A
USGS,50065500,8/23/2011,422,A
USGS,50065500,8/24/2011,365,A
USGS,50065500,8/25/2011,185,A
USGS,50065500,8/26/2011,128,A
USGS,50065500,8/27/2011,94,A
USGS,50065500,8/28/2011,87,A
USGS,50065500,8/29/2011,70,A
USGS,50065500,8/30/2011,80,A
USGS,50065500,8/31/2011,58,A
USGS,50065500,9/1/2011,132,A
USGS,50065500,9/2/2011,65,A
USGS,50065500,9/3/2011,171,A
USGS,50065500,9/4/2011,71,A
USGS,50065500,9/5/2011,56,A
USGS,50065500,9/6/2011,49,A
USGS,50065500,9/7/2011,42,A
USGS,50065500,9/8/2011,66,A
USGS,50065500,9/9/2011,47,A
USGS,50065500,9/10/2011,44,A
USGS,50065500,9/11/2011,108,A
USGS,50065500,9/12/2011,52,A
USGS,50065500,9/13/2011,378,A
USGS,50065500,9/14/2011,121,A
USGS,50065500,9/15/2011,67,A
USGS,50065500,9/16/2011,52,A
USGS,50065500,9/17/2011,67,A
USGS,50065500,9/18/2011,191,A
USGS,50065500,9/19/2011,139,A
USGS,50065500,9/20/2011,165,A:e
USGS,50065500,9/21/2011,74,A
USGS,50065500,9/22/2011,192,A
USGS,50065500,9/23/2011,80,A
USGS,50065500,9/24/2011,61,A
USGS,50065500,9/25/2011,128,A
USGS,50065500,9/26/2011,77,A
USGS,50065500,9/27/2011,56,A
USGS,50065500,9/28/2011,68,A
USGS,50065500,9/29/2011,49,A
USGS,50065500,9/30/2011,42,A
USGS,50065500,10/1/2011,154,A
USGS,50065500,10/2/2011,56,A
USGS,50065500,10/3/2011,56,A
USGS,50065500,10/4/2011,51,A
USGS,50065500,10/5/2011,68,A
USGS,50065500,10/6/2011,89,A
USGS,50065500,10/7/2011,43,A
USGS,50065500,10/8/2011,145,A
USGS,50065500,10/9/2011,69,A
USGS,50065500,10/10/2011,42,A
USGS,50065500,10/11/2011,155,A
USGS,50065500,10/12/2011,68,A
USGS,50065500,10/13/2011,150,A
USGS,50065500,10/14/2011,63,A
USGS,50065500,10/15/2011,39,A
USGS,50065500,10/16/2011,29,A
USGS,50065500,10/17/2011,38,A
USGS,50065500,10/18/2011,93,A
USGS,50065500,10/19/2011,56,A
USGS,50065500,10/20/2011,48,A
USGS,50065500,10/21/2011,119,A
USGS,50065500,10/22/2011,48,A
USGS,50065500,10/23/2011,45,A:e
USGS,50065500,10/24/2011,43,A:e
USGS,50065500,10/25/2011,43,A:e
USGS,50065500,10/26/2011,42,A:e
USGS,50065500,10/27/2011,40,A:e
USGS,50065500,10/28/2011,39,A
USGS,50065500,10/29/2011,132,A
USGS,50065500,10/30/2011,86,A
USGS,50065500,10/31/2011,87,A
USGS,50065500,11/1/2011,78,A
USGS,50065500,11/2/2011,45,A
USGS,50065500,11/3/2011,110,A
USGS,50065500,11/4/2011,113,A
USGS,50065500,11/5/2011,43,A
USGS,50065500,11/6/2011,36,A
USGS,50065500,11/7/2011,31,A
USGS,50065500,11/8/2011,30,A
USGS,50065500,11/9/2011,148,A
USGS,50065500,11/10/2011,101,A
USGS,50065500,11/11/2011,55,A
USGS,50065500,11/12/2011,37,A
USGS,50065500,11/13/2011,57,A
USGS,50065500,11/14/2011,79,A
USGS,50065500,11/15/2011,119,A
USGS,50065500,11/16/2011,62,A
USGS,50065500,11/17/2011,56,A
USGS,50065500,11/18/2011,128,A
USGS,50065500,11/19/2011,53,A
USGS,50065500,11/20/2011,56,A
USGS,50065500,11/21/2011,149,A
USGS,50065500,11/22/2011,128,A
USGS,50065500,11/23/2011,89,A
USGS,50065500,11/24/2011,53,A
USGS,50065500,11/25/2011,42,A
USGS,50065500,11/26/2011,331,A
USGS,50065500,11/27/2011,160,A
USGS,50065500,11/28/2011,143,A
USGS,50065500,11/29/2011,157,A
USGS,50065500,11/30/2011,76,A
USGS,50065500,12/1/2011,58,A
USGS,50065500,12/2/2011,50,A
USGS,50065500,12/3/2011,56,A
USGS,50065500,12/4/2011,40,A
USGS,50065500,12/5/2011,84,A
USGS,50065500,12/6/2011,47,A
USGS,50065500,12/7/2011,128,A
USGS,50065500,12/8/2011,55,A
USGS,50065500,12/9/2011,138,A
USGS,50065500,12/10/2011,443,A
USGS,50065500,12/11/2011,193,A
USGS,50065500,12/12/2011,82,A
USGS,50065500,12/13/2011,62,A
USGS,50065500,12/14/2011,52,A
USGS,50065500,12/15/2011,158,A
USGS,50065500,12/16/2011,56,A
USGS,50065500,12/17/2011,47,A
USGS,50065500,12/18/2011,43,A
USGS,50065500,12/19/2011,38,A
USGS,50065500,12/20/2011,38,A
USGS,50065500,12/21/2011,50,A
USGS,50065500,12/22/2011,47,A
USGS,50065500,12/23/2011,44,A
USGS,50065500,12/24/2011,37,A
USGS,50065500,12/25/2011,37,A
USGS,50065500,12/26/2011,48,A
USGS,50065500,12/27/2011,34,A
USGS,50065500,12/28/2011,41,A
USGS,50065500,12/29/2011,33,A
USGS,50065500,12/30/2011,63,A
USGS,50065500,12/31/2011,43,A
USGS,50065500,1/1/2012,35,A
USGS,50065500,1/2/2012,45,A
USGS,50065500,1/3/2012,47,A
USGS,50065500,1/4/2012,31,A
USGS,50065500,1/5/2012,54,A
USGS,50065500,1/6/2012,70,A
USGS,50065500,1/7/2012,49,A
USGS,50065500,1/8/2012,32,A
USGS,50065500,1/9/2012,28,A
USGS,50065500,1/10/2012,32,A
USGS,50065500,1/11/2012,28,A
USGS,50065500,1/12/2012,25,A
USGS,50065500,1/13/2012,25,A
USGS,50065500,1/14/2012,26,A
USGS,50065500,1/15/2012,25,A
USGS,50065500,1/16/2012,73,A
USGS,50065500,1/17/2012,63,A
USGS,50065500,1/18/2012,128,A
USGS,50065500,1/19/2012,64,A
USGS,50065500,1/20/2012,33,A
USGS,50065500,1/21/2012,35,A
USGS,50065500,1/22/2012,35,A
USGS,50065500,1/23/2012,36,A
USGS,50065500,1/24/2012,52,A
USGS,50065500,1/25/2012,33,A
USGS,50065500,1/26/2012,36,A
USGS,50065500,1/27/2012,38,A
USGS,50065500,1/28/2012,35,A
USGS,50065500,1/29/2012,76,A
USGS,50065500,1/30/2012,42,A
USGS,50065500,1/31/2012,68,A
USGS,50065500,2/1/2012,47,A
USGS,50065500,2/2/2012,72,A
USGS,50065500,2/3/2012,93,A
USGS,50065500,2/4/2012,71,A
USGS,50065500,2/5/2012,64,A
USGS,50065500,2/6/2012,43,A
USGS,50065500,2/7/2012,62,A
USGS,50065500,2/8/2012,86,A
USGS,50065500,2/9/2012,107,A
USGS,50065500,2/10/2012,47,A
USGS,50065500,2/11/2012,37,A
USGS,50065500,2/12/2012,32,A
USGS,50065500,2/13/2012,29,A
USGS,50065500,2/14/2012,40,A
USGS,50065500,2/15/2012,75,A
USGS,50065500,2/16/2012,55,A
USGS,50065500,2/17/2012,115,A
USGS,50065500,2/18/2012,37,A
USGS,50065500,2/19/2012,43,A
USGS,50065500,2/20/2012,30,A
USGS,50065500,2/21/2012,29,A
USGS,50065500,2/22/2012,28,A
USGS,50065500,2/23/2012,25,A
USGS,50065500,2/24/2012,29,A
USGS,50065500,2/25/2012,24,A
USGS,50065500,2/26/2012,44,A
USGS,50065500,2/27/2012,61,A
USGS,50065500,2/28/2012,29,A
USGS,50065500,2/29/2012,50,A
USGS,50065500,3/1/2012,184,A
USGS,50065500,3/2/2012,87,A
USGS,50065500,3/3/2012,111,A
USGS,50065500,3/4/2012,42,A
USGS,50065500,3/5/2012,37,A
USGS,50065500,3/6/2012,33,A
USGS,50065500,3/7/2012,60,A
USGS,50065500,3/8/2012,64,A
USGS,50065500,3/9/2012,34,A
USGS,50065500,3/10/2012,29,A
USGS,50065500,3/11/2012,26,A
USGS,50065500,3/12/2012,45,A
USGS,50065500,3/13/2012,33,A
USGS,50065500,3/14/2012,83,A
USGS,50065500,3/15/2012,34,A
USGS,50065500,3/16/2012,34,A
USGS,50065500,3/17/2012,24,A
USGS,50065500,3/18/2012,24,A
USGS,50065500,3/19/2012,40,A
USGS,50065500,3/20/2012,25,A
USGS,50065500,3/21/2012,76,A
USGS,50065500,3/22/2012,169,A
USGS,50065500,3/23/2012,183,A
USGS,50065500,3/24/2012,227,A
USGS,50065500,3/25/2012,250,A
USGS,50065500,3/26/2012,84,A
USGS,50065500,3/27/2012,80,A
USGS,50065500,3/28/2012,159,A
USGS,50065500,3/29/2012,548,A
USGS,50065500,3/30/2012,554,A
USGS,50065500,3/31/2012,173,A
USGS,50065500,4/1/2012,81,A
USGS,50065500,4/2/2012,56,A
USGS,50065500,4/3/2012,44,A
USGS,50065500,4/4/2012,37,A
USGS,50065500,4/5/2012,38,A
USGS,50065500,4/6/2012,29,A
USGS,50065500,4/7/2012,26,A
USGS,50065500,4/8/2012,24,A
USGS,50065500,4/9/2012,124,A
USGS,50065500,4/10/2012,186,A
USGS,50065500,4/11/2012,55,A
USGS,50065500,4/12/2012,47,A:e
USGS,50065500,4/13/2012,51,A:e
USGS,50065500,4/14/2012,187,A:e
USGS,50065500,4/15/2012,73,A:e
USGS,50065500,4/16/2012,35,A
USGS,50065500,4/17/2012,31,A
USGS,50065500,4/18/2012,27,A
USGS,50065500,4/19/2012,24,A
USGS,50065500,4/20/2012,23,A
USGS,50065500,4/21/2012,21,A
USGS,50065500,4/22/2012,120,A
USGS,50065500,4/23/2012,70,A
USGS,50065500,4/24/2012,29,A
USGS,50065500,4/25/2012,26,A
USGS,50065500,4/26/2012,22,A
USGS,50065500,4/27/2012,25,A
USGS,50065500,4/28/2012,19,A
USGS,50065500,4/29/2012,19,A
USGS,50065500,4/30/2012,28,A
USGS,50065500,5/1/2012,24,A
USGS,50065500,5/2/2012,129,A
USGS,50065500,5/3/2012,178,A
USGS,50065500,5/4/2012,90,A
USGS,50065500,5/5/2012,126,A
USGS,50065500,5/6/2012,221,A
USGS,50065500,5/7/2012,83,A
USGS,50065500,5/8/2012,38,A
USGS,50065500,5/9/2012,47,A
USGS,50065500,5/10/2012,264,A
USGS,50065500,5/11/2012,49,A
USGS,50065500,5/12/2012,61,A
USGS,50065500,5/13/2012,32,A
USGS,50065500,5/14/2012,27,A
USGS,50065500,5/15/2012,24,A
USGS,50065500,5/16/2012,177,A
USGS,50065500,5/17/2012,185,A
USGS,50065500,5/18/2012,151,A
USGS,50065500,5/19/2012,85,A
USGS,50065500,5/20/2012,77,A
USGS,50065500,5/21/2012,52,A
USGS,50065500,5/22/2012,76,A
USGS,50065500,5/23/2012,128,A
USGS,50065500,5/24/2012,35,A
USGS,50065500,5/25/2012,27,A
USGS,50065500,5/26/2012,26,A
USGS,50065500,5/27/2012,24,A
USGS,50065500,5/28/2012,122,A
USGS,50065500,5/29/2012,28,A
USGS,50065500,5/30/2012,23,A
USGS,50065500,5/31/2012,61,A
USGS,50065500,6/1/2012,32,A
USGS,50065500,6/2/2012,19,A
USGS,50065500,6/3/2012,15,A
USGS,50065500,6/4/2012,14,A
USGS,50065500,6/5/2012,13,A
USGS,50065500,6/6/2012,12,A
USGS,50065500,6/7/2012,12,A
USGS,50065500,6/8/2012,11,A
USGS,50065500,6/9/2012,10,A
USGS,50065500,6/10/2012,9.6,A
USGS,50065500,6/11/2012,11,A:e
USGS,50065500,6/12/2012,11,A:e
USGS,50065500,6/13/2012,9,A:e
USGS,50065500,6/14/2012,10,A:e
USGS,50065500,6/15/2012,9.5,A:e
USGS,50065500,6/16/2012,10,A:e
USGS,50065500,6/17/2012,11,A
USGS,50065500,6/18/2012,7.9,A
USGS,50065500,6/19/2012,7.6,A
USGS,50065500,6/20/2012,5.9,A
USGS,50065500,6/21/2012,5.5,A
USGS,50065500,6/22/2012,12,A:e
USGS,50065500,6/23/2012,10,A:e
USGS,50065500,6/24/2012,11,A:e
USGS,50065500,6/25/2012,39,A:e
USGS,50065500,6/26/2012,17,A:e
USGS,50065500,6/27/2012,13,A:e
USGS,50065500,6/28/2012,21,A
USGS,50065500,6/29/2012,27,A
USGS,50065500,6/30/2012,23,A
USGS,50065500,7/1/2012,21,A
USGS,50065500,7/2/2012,22,A
USGS,50065500,7/3/2012,14,A
USGS,50065500,7/4/2012,42,A
USGS,50065500,7/5/2012,127,A
USGS,50065500,7/6/2012,29,A
USGS,50065500,7/7/2012,20,A
USGS,50065500,7/8/2012,20,A
USGS,50065500,7/9/2012,50,A
USGS,50065500,7/10/2012,28,A
USGS,50065500,7/11/2012,19,A
USGS,50065500,7/12/2012,21,A
USGS,50065500,7/13/2012,31,A
USGS,50065500,7/14/2012,40,A
USGS,50065500,7/15/2012,40,A
USGS,50065500,7/16/2012,26,A
USGS,50065500,7/17/2012,24,A
USGS,50065500,7/18/2012,37,A
USGS,50065500,7/19/2012,32,A
USGS,50065500,7/20/2012,138,A
USGS,50065500,7/21/2012,67,A
USGS,50065500,7/22/2012,36,A
USGS,50065500,7/23/2012,36,A
USGS,50065500,7/24/2012,33,A
USGS,50065500,7/25/2012,31,A
USGS,50065500,7/26/2012,23,A
USGS,50065500,7/27/2012,17,A
USGS,50065500,7/28/2012,22,A
USGS,50065500,7/29/2012,28,A
USGS,50065500,7/30/2012,63,A
USGS,50065500,7/31/2012,148,A
USGS,50065500,8/1/2012,57,A
USGS,50065500,8/2/2012,36,A
USGS,50065500,8/3/2012,31,A
USGS,50065500,8/4/2012,53,A
USGS,50065500,8/5/2012,34,A
USGS,50065500,8/6/2012,37,A
USGS,50065500,8/7/2012,33,A
USGS,50065500,8/8/2012,33,A
USGS,50065500,8/9/2012,34,A
USGS,50065500,8/10/2012,27,A
USGS,50065500,8/11/2012,25,A
USGS,50065500,8/12/2012,22,A
USGS,50065500,8/13/2012,24,A
USGS,50065500,8/14/2012,21,A
USGS,50065500,8/15/2012,33,A
USGS,50065500,8/16/2012,37,A
USGS,50065500,8/17/2012,25,A
USGS,50065500,8/18/2012,36,A
USGS,50065500,8/19/2012,34,A
USGS,50065500,8/20/2012,21,A
